CustomerID,Product,TransactionID,Gender,Quantity,Amount,City,SalesTime,Category
CID00514,Seiko Watch,TX000514,Male,9,176.15,Bahir Dar,2024-01-22 09:00:00,Accessories
CID00515,Fossil Watch,TX000515,Male,2,60.54,Bahir Dar,2024-01-22 10:00:00,Accessories
CID00516,Fitbit Charge 5,TX000516,Female,2,417.26,Hawassa,2024-01-22 11:00:00,Electronics
CID00517,Fossil Watch,TX000517,Female,6,201.5,Hawassa,2024-01-22 12:00:00,Accessories
CID00518,Wilson Tennis Racket,TX000518,Female,5,27.8,Adama,2024-01-22 13:00:00,Sports
CID00519,Fitbit Charge 5,TX000519,Male,7,259.22,Hawassa,2024-01-22 14:00:00,Electronics
CID00520,Wilson Tennis Racket,TX000520,Female,1,393.86,Adama,2024-01-22 15:00:00,Sports
CID00521,Asus ROG Gaming Laptop,TX000521,Female,5,245.97,Bahir Dar,2024-01-22 16:00:00,Electronics
CID00522,L’Oreal Face Cream,TX000522,Female,3,435.11,Jimma,2024-01-22 17:00:00,Beauty
CID00523,Puma Running Shoes,TX000523,Female,3,467.52,Dire Dawa,2024-01-22 18:00:00,Clothing
CID00524,Levi’s Jacket,TX000524,Female,3,336.36,Addis Ababa,2024-01-22 19:00:00,Clothing
CID00525,Philips Hue Smart Bulbs,TX000525,Female,2,302.09,Jimma,2024-01-22 20:00:00,Home Appliances
CID00526,Levi’s 501 Jeans,TX000526,Male,9,429.08,Dire Dawa,2024-01-22 21:00:00,Clothing
CID00527,Wilson Tennis Racket,TX000527,Female,6,39.12,Hawassa,2024-01-22 22:00:00,Sports
CID00528,Canon EOS R5 Camera,TX000528,Female,3,364.4,Addis Ababa,2024-01-22 23:00:00,Electronics
CID00529,Bose QuietComfort 35,TX000529,Female,8,388.84,Bahir Dar,2024-01-23 00:00:00,Electronics
CID00530,Fossil Watch,TX000530,Female,2,122.6,Dire Dawa,2024-01-23 01:00:00,Accessories
CID00531,Fitbit Charge 5,TX000531,Female,7,102.87,Adama,2024-01-23 02:00:00,Electronics
CID00532,Wilson Tennis Racket,TX000532,Male,5,248.46,Hawassa,2024-01-23 03:00:00,Sports
CID00533,Adidas Ultraboost,TX000533,Male,2,414.95,Dire Dawa,2024-01-23 04:00:00,Clothing
CID00534,Smeg Coffee Machine,TX000534,Female,9,225.85,Dire Dawa,2024-01-23 05:00:00,Home Appliances
CID00535,Maybelline Mascara,TX000535,Female,1,118.33,Adama,2024-01-23 06:00:00,Beauty
CID00536,Maybelline Mascara,TX000536,Male,8,54.81,Addis Ababa,2024-01-23 07:00:00,Beauty
CID00537,Puma Running Shoes,TX000537,Female,1,288.44,Adama,2024-01-23 08:00:00,Clothing
CID00538,Fossil Watch,TX000538,Male,6,362.3,Dire Dawa,2024-01-23 09:00:00,Accessories
CID00539,Fitbit Charge 5,TX000539,Female,5,109.42,Bahir Dar,2024-01-23 10:00:00,Electronics
CID00540,Fitbit Charge 5,TX000540,Female,3,144.56,Jimma,2024-01-23 11:00:00,Electronics
CID00541,Canon EOS R5 Camera,TX000541,Female,3,307.2,Hawassa,2024-01-23 12:00:00,Electronics
CID00542,Under Armour Hoodie,TX000542,Female,5,490.37,Addis Ababa,2024-01-23 13:00:00,Clothing
CID00543,Monopoly Board Game,TX000543,Male,2,362.19,Bahir Dar,2024-01-23 14:00:00,Toys
CID00544,GoPro Hero 11,TX000544,Female,9,15.87,Dire Dawa,2024-01-23 15:00:00,Electronics
CID00545,Levi’s 501 Jeans,TX000545,Female,7,278.58,Hawassa,2024-01-23 16:00:00,Clothing
CID00546,Adidas Ultraboost,TX000546,Male,2,127.48,Dire Dawa,2024-01-23 17:00:00,Clothing
CID00547,Levi’s 501 Jeans,TX000547,Female,8,387.03,Adama,2024-01-23 18:00:00,Clothing
CID00548,Blender Bottle,TX000548,Male,5,226.94,Hawassa,2024-01-23 19:00:00,Groceries
CID00549,Dell XPS 13 Laptop,TX000549,Male,1,82.22,Bahir Dar,2024-01-23 20:00:00,Electronics
CID00550,Maybelline Mascara,TX000550,Male,1,22.0,Dire Dawa,2024-01-23 21:00:00,Beauty
CID00551,Apple Watch Series 8,TX000551,Male,3,122.35,Adama,2024-01-23 22:00:00,Electronics
CID00552,Sony Bravia 4K TV,TX000552,Female,2,292.59,Adama,2024-01-23 23:00:00,Electronics
CID00553,Sony Bravia 4K TV,TX000553,Female,3,419.09,Dire Dawa,2024-01-24 00:00:00,Electronics
CID00554,Asus ROG Gaming Laptop,TX000554,Male,8,175.66,Bahir Dar,2024-01-24 01:00:00,Electronics
CID00555,Sony Bravia 4K TV,TX000555,Male,8,151.92,Hawassa,2024-01-24 02:00:00,Electronics
CID00556,Nike Air Max,TX000556,Female,1,355.2,Dire Dawa,2024-01-24 03:00:00,Clothing
CID00557,Nike T-Shirt,TX000557,Female,3,438.94,Adama,2024-01-24 04:00:00,Clothing
CID00558,Philips Hue Smart Bulbs,TX000558,Female,4,393.36,Jimma,2024-01-24 05:00:00,Home Appliances
CID00559,KitchenAid Mixer,TX000559,Female,1,232.42,Jimma,2024-01-24 06:00:00,Home Appliances
CID00560,Dell XPS 13 Laptop,TX000560,Male,7,323.91,Addis Ababa,2024-01-24 07:00:00,Electronics
CID00561,Wilson Tennis Racket,TX000561,Male,4,304.26,Jimma,2024-01-24 08:00:00,Sports
CID00562,Levi’s 501 Jeans,TX000562,Male,9,108.25,Hawassa,2024-01-24 09:00:00,Clothing
CID00563,Nike Air Max,TX000563,Male,9,494.91,Bahir Dar,2024-01-24 10:00:00,Clothing
CID00564,Nintendo Switch,TX000564,Male,8,269.73,Hawassa,2024-01-24 11:00:00,Toys
CID00565,Apple Watch Series 8,TX000565,Female,2,205.35,Bahir Dar,2024-01-24 12:00:00,Electronics
CID00566,Apple Watch Series 8,TX000566,Female,5,313.47,Dire Dawa,2024-01-24 13:00:00,Electronics
CID00567,Sony Bravia 4K TV,TX000567,Male,2,220.92,Hawassa,2024-01-24 14:00:00,Electronics
CID00568,Samsung Galaxy S23,TX000568,Female,8,343.06,Bahir Dar,2024-01-24 15:00:00,Electronics
CID00569,Canon EOS R5 Camera,TX000569,Female,5,318.79,Bahir Dar,2024-01-24 16:00:00,Electronics
CID00570,Office Chair,TX000570,Female,1,88.78,Jimma,2024-01-24 17:00:00,Furniture
CID00571,Wilson Tennis Racket,TX000571,Female,2,96.39,Bahir Dar,2024-01-24 18:00:00,Sports
CID00572,Under Armour Hoodie,TX000572,Female,7,236.56,Jimma,2024-01-24 19:00:00,Clothing
CID00573,Car Seat Cover,TX000573,Female,5,224.32,Jimma,2024-01-24 20:00:00,Automotive
CID00574,Dell XPS 13 Laptop,TX000574,Female,9,31.49,Addis Ababa,2024-01-24 21:00:00,Electronics
CID00575,Asus ROG Gaming Laptop,TX000575,Male,5,37.38,Addis Ababa,2024-01-24 22:00:00,Electronics
CID00576,Desk Organizer,TX000576,Female,7,188.74,Adama,2024-01-24 23:00:00,Office Supplies
CID00577,Yoga Mat,TX000577,Male,5,155.46,Hawassa,2024-01-25 00:00:00,Sports
CID00578,Nike T-Shirt,TX000578,Male,5,315.95,Addis Ababa,2024-01-25 01:00:00,Clothing
CID00579,iPhone 14,TX000579,Female,3,474.61,Bahir Dar,2024-01-25 02:00:00,Electronics
CID00580,Adidas Ultraboost,TX000580,Male,2,434.44,Dire Dawa,2024-01-25 03:00:00,Clothing
CID00581,Under Armour Hoodie,TX000581,Female,1,169.96,Jimma,2024-01-25 04:00:00,Clothing
CID00582,Wilson Tennis Racket,TX000582,Male,2,105.04,Dire Dawa,2024-01-25 05:00:00,Sports
CID00583,LG Refrigerator,TX000583,Male,8,293.66,Jimma,2024-01-25 06:00:00,Home Appliances
CID00584,Fitbit Charge 5,TX000584,Male,4,50.94,Bahir Dar,2024-01-25 07:00:00,Electronics
CID00585,Car Seat Cover,TX000585,Male,8,462.12,Addis Ababa,2024-01-25 08:00:00,Automotive
CID00586,Puma Running Shoes,TX000586,Male,1,491.7,Addis Ababa,2024-01-25 09:00:00,Clothing
CID00587,Desk Organizer,TX000587,Male,9,473.0,Addis Ababa,2024-01-25 10:00:00,Office Supplies
CID00588,Asus ROG Gaming Laptop,TX000588,Female,3,393.66,Addis Ababa,2024-01-25 11:00:00,Electronics
CID00589,Canon EOS R5 Camera,TX000589,Male,4,399.46,Bahir Dar,2024-01-25 12:00:00,Electronics
CID00590,Philips Hue Smart Bulbs,TX000590,Male,2,70.61,Bahir Dar,2024-01-25 13:00:00,Home Appliances
CID00591,GoPro Hero 11,TX000591,Female,4,123.24,Bahir Dar,2024-01-25 14:00:00,Electronics
CID00592,LG Refrigerator,TX000592,Female,5,287.23,Jimma,2024-01-25 15:00:00,Home Appliances
CID00593,Car Seat Cover,TX000593,Female,8,426.44,Hawassa,2024-01-25 16:00:00,Automotive
CID00594,TCL Smart TV,TX000594,Male,7,381.01,Adama,2024-01-25 17:00:00,Electronics
CID00595,Apple Watch Series 8,TX000595,Female,3,479.87,Adama,2024-01-25 18:00:00,Electronics
CID00596,Nintendo Switch,TX000596,Female,8,428.61,Addis Ababa,2024-01-25 19:00:00,Toys
CID00597,Desk Organizer,TX000597,Female,8,195.14,Bahir Dar,2024-01-25 20:00:00,Office Supplies
CID00598,Vitamix Blender,TX000598,Female,5,86.57,Addis Ababa,2024-01-25 21:00:00,Home Appliances
CID00599,Under Armour Hoodie,TX000599,Female,5,72.69,Dire Dawa,2024-01-25 22:00:00,Clothing
CID00600,L’Oreal Face Cream,TX000600,Male,4,417.25,Jimma,2024-01-25 23:00:00,Beauty
CID00601,Office Chair,TX000601,Male,9,50.33,Hawassa,2024-01-26 00:00:00,Furniture
CID00602,TCL Smart TV,TX000602,Male,8,409.71,Addis Ababa,2024-01-26 01:00:00,Electronics
CID00603,Smeg Coffee Machine,TX000603,Male,3,432.64,Dire Dawa,2024-01-26 02:00:00,Home Appliances
CID00604,Fossil Watch,TX000604,Female,9,361.67,Adama,2024-01-26 03:00:00,Accessories
CID00605,Oculus Quest 2,TX000605,Female,2,327.47,Dire Dawa,2024-01-26 04:00:00,Electronics
CID00606,Car Seat Cover,TX000606,Female,4,488.2,Dire Dawa,2024-01-26 05:00:00,Automotive
CID00607,Maybelline Mascara,TX000607,Female,2,294.8,Addis Ababa,2024-01-26 06:00:00,Beauty
CID00608,Levi’s 501 Jeans,TX000608,Female,3,98.25,Hawassa,2024-01-26 07:00:00,Clothing
CID00609,KitchenAid Mixer,TX000609,Female,5,455.81,Adama,2024-01-26 08:00:00,Home Appliances
CID00610,Monopoly Board Game,TX000610,Female,3,257.59,Adama,2024-01-26 09:00:00,Toys
CID00611,Fitbit Charge 5,TX000611,Male,2,468.88,Hawassa,2024-01-26 10:00:00,Electronics
CID00612,Wilson Tennis Racket,TX000612,Male,6,307.81,Jimma,2024-01-26 11:00:00,Sports
CID00613,Blender Bottle,TX000613,Male,2,25.28,Jimma,2024-01-26 12:00:00,Groceries
CID00614,Office Chair,TX000614,Female,6,131.12,Adama,2024-01-26 13:00:00,Furniture
CID00615,Philips Hue Smart Bulbs,TX000615,Male,1,357.0,Bahir Dar,2024-01-26 14:00:00,Home Appliances
CID00616,Samsung Galaxy S23,TX000616,Male,5,418.08,Adama,2024-01-26 15:00:00,Electronics
CID00617,Vitamix Blender,TX000617,Female,1,94.52,Dire Dawa,2024-01-26 16:00:00,Home Appliances
CID00618,KitchenAid Mixer,TX000618,Female,6,41.72,Dire Dawa,2024-01-26 17:00:00,Home Appliances
CID00619,Bose QuietComfort 35,TX000619,Female,6,159.62,Dire Dawa,2024-01-26 18:00:00,Electronics
CID00620,Nintendo Switch,TX000620,Male,8,453.94,Adama,2024-01-26 19:00:00,Toys
CID00621,Oculus Quest 2,TX000621,Female,2,428.6,Addis Ababa,2024-01-26 20:00:00,Electronics
CID00622,Fitbit Charge 5,TX000622,Female,8,31.28,Dire Dawa,2024-01-26 21:00:00,Electronics
CID00623,Jabra Elite 75t,TX000623,Female,2,339.01,Bahir Dar,2024-01-26 22:00:00,Electronics
CID00624,KitchenAid Mixer,TX000624,Male,8,499.97,Adama,2024-01-26 23:00:00,Home Appliances
CID00625,Nintendo Switch,TX000625,Female,6,51.77,Jimma,2024-01-27 00:00:00,Toys
CID00626,Asus ROG Gaming Laptop,TX000626,Female,4,13.46,Hawassa,2024-01-27 01:00:00,Electronics
CID00627,L’Oreal Face Cream,TX000627,Female,1,225.18,Adama,2024-01-27 02:00:00,Beauty
CID00628,Puma Running Shoes,TX000628,Female,9,254.62,Addis Ababa,2024-01-27 03:00:00,Clothing
CID00629,Nike T-Shirt,TX000629,Female,9,428.62,Bahir Dar,2024-01-27 04:00:00,Clothing
CID00630,TCL Smart TV,TX000630,Female,5,484.15,Dire Dawa,2024-01-27 05:00:00,Electronics
CID00631,Seiko Watch,TX000631,Male,9,351.38,Addis Ababa,2024-01-27 06:00:00,Accessories
CID00632,Dell XPS 13 Laptop,TX000632,Male,1,111.26,Hawassa,2024-01-27 07:00:00,Electronics
CID00633,Maybelline Mascara,TX000633,Male,4,92.53,Adama,2024-01-27 08:00:00,Beauty
CID00634,Fitbit Charge 5,TX000634,Male,4,445.48,Bahir Dar,2024-01-27 09:00:00,Electronics
CID00635,Car Seat Cover,TX000635,Male,3,122.74,Bahir Dar,2024-01-27 10:00:00,Automotive
CID00636,Philips Hue Smart Bulbs,TX000636,Male,6,312.92,Jimma,2024-01-27 11:00:00,Home Appliances
CID00637,Office Chair,TX000637,Male,8,71.23,Bahir Dar,2024-01-27 12:00:00,Furniture
CID00638,iPhone 14,TX000638,Male,4,78.92,Hawassa,2024-01-27 13:00:00,Electronics
CID00639,Seiko Watch,TX000639,Male,4,496.47,Bahir Dar,2024-01-27 14:00:00,Accessories
CID00640,TCL Smart TV,TX000640,Female,9,390.81,Hawassa,2024-01-27 15:00:00,Electronics
CID00641,Smeg Coffee Machine,TX000641,Female,6,94.61,Hawassa,2024-01-27 16:00:00,Home Appliances
CID00642,Harry Potter Box Set,TX000642,Male,1,23.05,Bahir Dar,2024-01-27 17:00:00,Books
CID00643,Harry Potter Box Set,TX000643,Male,7,288.59,Addis Ababa,2024-01-27 18:00:00,Books
CID00644,Sony PlayStation 5,TX000644,Female,8,162.92,Addis Ababa,2024-01-27 19:00:00,Toys
CID00645,Asus ROG Gaming Laptop,TX000645,Male,8,228.36,Hawassa,2024-01-27 20:00:00,Electronics
CID00646,Sony PlayStation 5,TX000646,Female,4,364.26,Hawassa,2024-01-27 21:00:00,Toys
CID00647,Harry Potter Box Set,TX000647,Male,6,386.47,Addis Ababa,2024-01-27 22:00:00,Books
CID00648,Dell XPS 13 Laptop,TX000648,Female,8,285.9,Hawassa,2024-01-27 23:00:00,Electronics
CID00649,LG Refrigerator,TX000649,Female,7,162.0,Hawassa,2024-01-28 00:00:00,Home Appliances
CID00650,Wilson Tennis Racket,TX000650,Female,8,90.05,Hawassa,2024-01-28 01:00:00,Sports
CID00651,Nike Air Max,TX000651,Female,2,273.12,Dire Dawa,2024-01-28 02:00:00,Clothing
CID00652,TCL Smart TV,TX000652,Female,9,412.31,Dire Dawa,2024-01-28 03:00:00,Electronics
CID00653,KitchenAid Mixer,TX000653,Female,4,472.56,Jimma,2024-01-28 04:00:00,Home Appliances
CID00654,Adidas Ultraboost,TX000654,Male,9,250.36,Addis Ababa,2024-01-28 05:00:00,Clothing
CID00655,Seiko Watch,TX000655,Female,9,464.24,Dire Dawa,2024-01-28 06:00:00,Accessories
CID00656,Yoga Mat,TX000656,Male,1,75.49,Jimma,2024-01-28 07:00:00,Sports
CID00657,Blender Bottle,TX000657,Male,9,409.69,Adama,2024-01-28 08:00:00,Groceries
CID00658,Sony PlayStation 5,TX000658,Female,8,357.94,Dire Dawa,2024-01-28 09:00:00,Toys
CID00659,Dell XPS 13 Laptop,TX000659,Male,5,208.23,Adama,2024-01-28 10:00:00,Electronics
CID00660,Puma Running Shoes,TX000660,Male,7,165.37,Jimma,2024-01-28 11:00:00,Clothing
CID00661,GoPro Hero 11,TX000661,Male,9,414.33,Bahir Dar,2024-01-28 12:00:00,Electronics
CID00662,iPhone 14,TX000662,Male,8,416.89,Bahir Dar,2024-01-28 13:00:00,Electronics
CID00663,Car Seat Cover,TX000663,Male,7,140.54,Hawassa,2024-01-28 14:00:00,Automotive
CID00664,Harry Potter Box Set,TX000664,Female,9,275.23,Jimma,2024-01-28 15:00:00,Books
CID00665,L’Oreal Face Cream,TX000665,Male,1,175.35,Addis Ababa,2024-01-28 16:00:00,Beauty
CID00666,Under Armour Hoodie,TX000666,Female,7,62.95,Addis Ababa,2024-01-28 17:00:00,Clothing
CID00667,Apple Watch Series 8,TX000667,Male,9,213.1,Hawassa,2024-01-28 18:00:00,Electronics
CID00668,Jabra Elite 75t,TX000668,Female,9,405.78,Hawassa,2024-01-28 19:00:00,Electronics
CID00669,KitchenAid Mixer,TX000669,Female,1,43.15,Dire Dawa,2024-01-28 20:00:00,Home Appliances
CID00670,KitchenAid Mixer,TX000670,Male,1,317.96,Adama,2024-01-28 21:00:00,Home Appliances
CID00671,GoPro Hero 11,TX000671,Male,5,365.31,Adama,2024-01-28 22:00:00,Electronics
CID00672,Oculus Quest 2,TX000672,Female,8,339.53,Hawassa,2024-01-28 23:00:00,Electronics
CID00673,L’Oreal Face Cream,TX000673,Male,1,75.37,Addis Ababa,2024-01-29 00:00:00,Beauty
CID00674,Blender Bottle,TX000674,Female,6,224.85,Addis Ababa,2024-01-29 01:00:00,Groceries
CID00675,Car Seat Cover,TX000675,Female,1,86.07,Addis Ababa,2024-01-29 02:00:00,Automotive
CID00676,Seiko Watch,TX000676,Male,6,46.99,Adama,2024-01-29 03:00:00,Accessories
CID00677,iPhone 14,TX000677,Male,2,179.64,Dire Dawa,2024-01-29 04:00:00,Electronics
CID00678,LG Refrigerator,TX000678,Female,9,143.08,Jimma,2024-01-29 05:00:00,Home Appliances
CID00679,Desk Organizer,TX000679,Male,1,331.06,Bahir Dar,2024-01-29 06:00:00,Office Supplies
CID00680,Oculus Quest 2,TX000680,Female,1,412.57,Hawassa,2024-01-29 07:00:00,Electronics
CID00681,Blender Bottle,TX000681,Male,7,92.41,Hawassa,2024-01-29 08:00:00,Groceries
CID00682,Nike T-Shirt,TX000682,Female,1,211.05,Hawassa,2024-01-29 09:00:00,Clothing
CID00683,Fitbit Charge 5,TX000683,Female,6,363.27,Dire Dawa,2024-01-29 10:00:00,Electronics
CID00684,Smeg Coffee Machine,TX000684,Female,1,177.03,Addis Ababa,2024-01-29 11:00:00,Home Appliances
CID00685,Dell XPS 13 Laptop,TX000685,Male,8,422.88,Jimma,2024-01-29 12:00:00,Electronics
CID00686,Bose QuietComfort 35,TX000686,Female,8,310.62,Dire Dawa,2024-01-29 13:00:00,Electronics
CID00687,Sony PlayStation 5,TX000687,Male,5,341.71,Bahir Dar,2024-01-29 14:00:00,Toys
CID00688,Smeg Coffee Machine,TX000688,Female,8,207.2,Jimma,2024-01-29 15:00:00,Home Appliances
CID00689,Nike T-Shirt,TX000689,Female,8,170.61,Bahir Dar,2024-01-29 16:00:00,Clothing
CID00690,Nike T-Shirt,TX000690,Male,8,273.81,Jimma,2024-01-29 17:00:00,Clothing
CID00691,Smeg Coffee Machine,TX000691,Male,6,438.94,Dire Dawa,2024-01-29 18:00:00,Home Appliances
CID00692,Apple Watch Series 8,TX000692,Female,5,427.84,Bahir Dar,2024-01-29 19:00:00,Electronics
CID00693,Asus ROG Gaming Laptop,TX000693,Female,3,344.37,Addis Ababa,2024-01-29 20:00:00,Electronics
CID00694,Levi’s 501 Jeans,TX000694,Female,6,471.48,Addis Ababa,2024-01-29 21:00:00,Clothing
CID00695,Fitbit Charge 5,TX000695,Female,7,332.56,Jimma,2024-01-29 22:00:00,Electronics
CID00696,Vitamix Blender,TX000696,Male,4,297.69,Adama,2024-01-29 23:00:00,Home Appliances
CID00697,Car Seat Cover,TX000697,Male,7,420.38,Dire Dawa,2024-01-30 00:00:00,Automotive
CID00698,Bose QuietComfort 35,TX000698,Male,4,402.54,Adama,2024-01-30 01:00:00,Electronics
CID00699,Under Armour Hoodie,TX000699,Male,9,479.28,Adama,2024-01-30 02:00:00,Clothing
CID00700,Yoga Mat,TX000700,Female,1,128.23,Hawassa,2024-01-30 03:00:00,Sports
CID00701,Puma Running Shoes,TX000701,Male,7,254.46,Hawassa,2024-01-30 04:00:00,Clothing
CID00702,Yoga Mat,TX000702,Female,4,232.05,Hawassa,2024-01-30 05:00:00,Sports
CID00703,Nintendo Switch,TX000703,Female,2,348.91,Hawassa,2024-01-30 06:00:00,Toys
CID00704,Levi’s 501 Jeans,TX000704,Female,4,340.53,Adama,2024-01-30 07:00:00,Clothing
CID00705,Wilson Tennis Racket,TX000705,Female,3,143.15,Dire Dawa,2024-01-30 08:00:00,Sports
CID00706,Maybelline Mascara,TX000706,Male,1,58.53,Dire Dawa,2024-01-30 09:00:00,Beauty
CID00707,Nintendo Switch,TX000707,Male,9,493.14,Addis Ababa,2024-01-30 10:00:00,Toys
CID00708,Car Seat Cover,TX000708,Female,4,128.65,Addis Ababa,2024-01-30 11:00:00,Automotive
CID00709,Nike T-Shirt,TX000709,Female,7,403.22,Adama,2024-01-30 12:00:00,Clothing
CID00710,Puma Running Shoes,TX000710,Male,4,317.25,Dire Dawa,2024-01-30 13:00:00,Clothing
CID00711,Oculus Quest 2,TX000711,Male,8,327.96,Addis Ababa,2024-01-30 14:00:00,Electronics
CID00712,Office Chair,TX000712,Female,1,465.61,Bahir Dar,2024-01-30 15:00:00,Furniture
CID00713,Monopoly Board Game,TX000713,Female,1,57.55,Addis Ababa,2024-01-30 16:00:00,Toys
CID00714,Desk Organizer,TX000714,Male,8,266.91,Jimma,2024-01-30 17:00:00,Office Supplies
CID00715,Oculus Quest 2,TX000715,Female,2,431.32,Jimma,2024-01-30 18:00:00,Electronics
CID00716,Fossil Watch,TX000716,Male,3,132.64,Jimma,2024-01-30 19:00:00,Accessories
CID00717,Sony PlayStation 5,TX000717,Female,9,118.78,Jimma,2024-01-30 20:00:00,Toys
CID00718,LG Refrigerator,TX000718,Male,5,23.76,Bahir Dar,2024-01-30 21:00:00,Home Appliances
CID00719,Canon EOS R5 Camera,TX000719,Female,6,249.19,Bahir Dar,2024-01-30 22:00:00,Electronics
CID00720,Asus ROG Gaming Laptop,TX000720,Female,3,178.03,Hawassa,2024-01-30 23:00:00,Electronics
CID00721,Fossil Watch,TX000721,Female,5,75.66,Dire Dawa,2024-01-31 00:00:00,Accessories
CID00722,Desk Organizer,TX000722,Female,7,65.59,Dire Dawa,2024-01-31 01:00:00,Office Supplies
CID00723,Bose QuietComfort 35,TX000723,Male,6,242.32,Jimma,2024-01-31 02:00:00,Electronics
CID00724,Blender Bottle,TX000724,Male,4,146.64,Adama,2024-01-31 03:00:00,Groceries
CID00725,Levi’s 501 Jeans,TX000725,Male,2,423.74,Bahir Dar,2024-01-31 04:00:00,Clothing
CID00726,Blender Bottle,TX000726,Female,5,23.83,Jimma,2024-01-31 05:00:00,Groceries
CID00727,Nike Air Max,TX000727,Female,8,149.5,Dire Dawa,2024-01-31 06:00:00,Clothing
CID00728,Sony Bravia 4K TV,TX000728,Male,2,243.63,Jimma,2024-01-31 07:00:00,Electronics
CID00729,Apple Watch Series 8,TX000729,Female,8,427.49,Adama,2024-01-31 08:00:00,Electronics
CID00730,Asus ROG Gaming Laptop,TX000730,Female,1,467.52,Addis Ababa,2024-01-31 09:00:00,Electronics
CID00731,Nike T-Shirt,TX000731,Male,1,401.53,Bahir Dar,2024-01-31 10:00:00,Clothing
CID00732,Office Chair,TX000732,Male,9,465.88,Adama,2024-01-31 11:00:00,Furniture
CID00733,Bose SoundLink Speaker,TX000733,Male,9,184.6,Adama,2024-01-31 12:00:00,Electronics
CID00734,Bose SoundLink Speaker,TX000734,Female,2,470.91,Addis Ababa,2024-01-31 13:00:00,Electronics
CID00735,L’Oreal Face Cream,TX000735,Female,8,467.82,Adama,2024-01-31 14:00:00,Beauty
CID00736,Seiko Watch,TX000736,Female,7,55.03,Adama,2024-01-31 15:00:00,Accessories
CID00737,Wilson Tennis Racket,TX000737,Male,9,347.03,Hawassa,2024-01-31 16:00:00,Sports
CID00738,Fossil Watch,TX000738,Male,9,273.03,Adama,2024-01-31 17:00:00,Accessories
CID00739,Monopoly Board Game,TX000739,Male,6,99.07,Adama,2024-01-31 18:00:00,Toys
CID00740,Oculus Quest 2,TX000740,Female,1,28.5,Bahir Dar,2024-01-31 19:00:00,Electronics
CID00741,Oculus Quest 2,TX000741,Female,4,402.41,Adama,2024-01-31 20:00:00,Electronics
CID00742,LG Refrigerator,TX000742,Female,3,452.69,Addis Ababa,2024-01-31 21:00:00,Home Appliances
CID00743,Sony PlayStation 5,TX000743,Male,5,457.06,Bahir Dar,2024-01-31 22:00:00,Toys
CID00744,Office Chair,TX000744,Male,6,227.56,Adama,2024-01-31 23:00:00,Furniture
CID00745,Office Chair,TX000745,Male,6,377.96,Hawassa,2024-02-01 00:00:00,Furniture
CID00746,Fossil Watch,TX000746,Female,7,54.54,Addis Ababa,2024-02-01 01:00:00,Accessories
CID00747,L’Oreal Face Cream,TX000747,Male,3,237.96,Hawassa,2024-02-01 02:00:00,Beauty
CID00748,LG Refrigerator,TX000748,Female,8,291.73,Addis Ababa,2024-02-01 03:00:00,Home Appliances
CID00749,iPhone 14,TX000749,Male,6,491.88,Bahir Dar,2024-02-01 04:00:00,Electronics
CID00750,Samsung Smartwatch,TX000750,Male,7,112.79,Hawassa,2024-02-01 05:00:00,Electronics
CID00751,Desk Organizer,TX000751,Female,1,17.2,Addis Ababa,2024-02-01 06:00:00,Office Supplies
CID00752,Samsung Galaxy S23,TX000752,Female,1,277.01,Addis Ababa,2024-02-01 07:00:00,Electronics
CID00753,TCL Smart TV,TX000753,Female,2,170.3,Jimma,2024-02-01 08:00:00,Electronics
CID00754,Office Chair,TX000754,Female,9,214.33,Dire Dawa,2024-02-01 09:00:00,Furniture
CID00755,Fossil Watch,TX000755,Male,3,499.48,Bahir Dar,2024-02-01 10:00:00,Accessories
CID00756,Samsung Smartwatch,TX000756,Female,2,192.79,Bahir Dar,2024-02-01 11:00:00,Electronics
CID00757,Levi’s Jacket,TX000757,Male,8,321.25,Bahir Dar,2024-02-01 12:00:00,Clothing
CID00758,Adidas Ultraboost,TX000758,Female,5,150.49,Addis Ababa,2024-02-01 13:00:00,Clothing
CID00759,Desk Organizer,TX000759,Male,8,481.57,Hawassa,2024-02-01 14:00:00,Office Supplies
CID00760,Sony Bravia 4K TV,TX000760,Female,1,124.97,Dire Dawa,2024-02-01 15:00:00,Electronics
CID00761,L’Oreal Face Cream,TX000761,Female,5,26.5,Adama,2024-02-01 16:00:00,Beauty
CID00762,Car Seat Cover,TX000762,Male,9,43.36,Adama,2024-02-01 17:00:00,Automotive
CID00763,Levi’s 501 Jeans,TX000763,Female,6,30.37,Bahir Dar,2024-02-01 18:00:00,Clothing
CID00764,LG Refrigerator,TX000764,Male,1,24.95,Bahir Dar,2024-02-01 19:00:00,Home Appliances
CID00765,Fossil Watch,TX000765,Male,5,246.71,Addis Ababa,2024-02-01 20:00:00,Accessories
CID00766,Wilson Tennis Racket,TX000766,Male,7,306.1,Adama,2024-02-01 21:00:00,Sports
CID00767,Levi’s Jacket,TX000767,Male,2,305.68,Bahir Dar,2024-02-01 22:00:00,Clothing
CID00768,TCL Smart TV,TX000768,Female,1,100.33,Addis Ababa,2024-02-01 23:00:00,Electronics
CID00769,Dell XPS 13 Laptop,TX000769,Female,5,231.23,Addis Ababa,2024-02-02 00:00:00,Electronics
CID00770,Puma Running Shoes,TX000770,Male,3,149.59,Bahir Dar,2024-02-02 01:00:00,Clothing
